year,month,day,statefips,gps_census_fips_code,gps_retail_and_recreation,gps_grocery_and_pharmacy,gps_parks,gps_transit_stations,gps_workplaces,gps_residential,gps_away_from_home
2020,3,17,38,.,-0.1,0.21,0.02,-0.02,-0.15,0.07,-0.0684
2020,3,17,39,.,-0.25,0.11,0.27,-0.1,-0.25,0.1,-0.0977
2020,3,17,40,.,-0.1,0.18,0,-0.03,-0.22,0.08,-0.0781
2020,3,17,41,.,-0.22,0.12,0.63,-0.2,-0.29,0.1,-0.0977
2020,3,17,42,.,-0.28,0.02,-0.04,-0.34,-0.31,0.13,-0.127
2020,3,17,44,.,-0.31,0.05,-0.09,-0.4,-0.31,0.14,-0.137
2020,3,17,45,.,-0.08,0.17,0.06,-0.02,-0.15,0.07,-0.0684
2020,3,17,46,.,-0.08,0.22,0.32,0.01,-0.19,0.08,-0.0781
2020,3,17,47,.,-0.1,0.17,0.08,-0.09,-0.19,0.08,-0.0781
2020,3,17,48,.,-0.12,0.15,0.02,-0.16,-0.26,0.1,-0.0977
2020,3,17,49,.,-0.18,0.22,0.95,-0.22,-0.28,0.1,-0.0977
2020,3,17,50,.,-0.24,0.05,-0.12,-0.26,-0.23,0.11,-0.107
2020,3,17,51,.,-0.13,0.1,0.52,-0.25,-0.28,0.11,-0.107
2020,3,17,53,.,-0.26,0.08,0.62,-0.33,-0.35,0.13,-0.127
2020,3,17,54,.,-0.05,0.14,0.07,-0.02,-0.16,0.06,-0.0586
2020,3,17,55,.,-0.2,0.14,0.58,-0.11,-0.21,0.09,-0.0879
2020,3,17,56,.,-0.07,0.27,0.24,0.04,-0.19,0.06,-0.0586
2020,3,18,1,.,-0.13,0.13,0.39,-0.03,-0.22,0.08,-0.0896
2020,3,18,2,.,-0.19,0.08,0.06,-0.12,-0.21,0.09,-0.101
2020,3,18,4,.,-0.23,0.06,-0.38,-0.21,-0.31,0.12,-0.134
2020,3,18,5,.,-0.12,0.08,0.5,-0.09,-0.22,0.08,-0.0896
2020,3,18,6,.,-0.29,0.04,-0.2,-0.39,-0.38,0.17,-0.19
2020,3,18,8,.,-0.26,0.1,0.5,-0.32,-0.38,0.14,-0.157
2020,3,18,9,.,-0.27,0.06,0.46,-0.3,-0.34,0.14,-0.157
2020,3,18,10,.,-0.23,0.01,0.39,-0.24,-0.3,0.12,-0.134
2020,3,18,11,110,-0.45,-0.13,-0.32,-0.59,-0.56,0.21,-0.235
2020,3,18,12,.,-0.19,0.07,0,-0.26,-0.26,0.1,-0.112
2020,3,18,13,.,-0.18,0.07,0.24,-0.24,-0.29,0.12,-0.134
2020,3,18,15,.,-0.2,0,-0.23,-0.27,-0.25,0.12,-0.134
2020,3,18,16,.,-0.12,0.17,0.48,-0.06,-0.23,0.09,-0.101
2020,3,18,17,.,-0.34,0.08,-0.34,-0.39,-0.35,0.16,-0.179
2020,3,18,18,.,-0.27,0.07,-0.1,-0.09,-0.25,0.12,-0.134
2020,3,18,19,.,-0.32,0.17,0.01,-0.04,-0.26,0.12,-0.134
2020,3,18,20,.,-0.16,0.24,0.62,0,-0.26,0.09,-0.101
2020,3,18,21,.,-0.24,0.13,-0.05,-0.11,-0.23,0.1,-0.112
2020,3,18,22,.,-0.2,0.12,0.11,-0.17,-0.24,0.09,-0.101
2020,3,18,23,.,-0.25,0.09,0.43,-0.18,-0.28,0.11,-0.123
2020,3,18,24,.,-0.23,0,0.39,-0.37,-0.37,0.16,-0.179
2020,3,18,25,.,-0.31,0.01,0.53,-0.5,-0.42,0.17,-0.19
2020,3,18,26,.,-0.33,0.04,0.1,-0.24,-0.31,0.13,-0.146
2020,3,18,27,.,-0.34,0.02,0.07,-0.35,-0.32,0.15,-0.168
2020,3,18,28,.,-0.05,0.17,0.32,0,-0.21,0.07,-0.0784
2020,3,18,29,.,-0.12,0.2,0.02,-0.1,-0.24,0.08,-0.0896
2020,3,18,30,.,-0.27,0.05,0.1,-0.11,-0.26,0.1,-0.112
2020,3,18,31,.,-0.22,0.14,0.17,-0.08,-0.24,0.11,-0.123
2020,3,18,32,.,-0.27,0.12,-0.36,-0.29,-0.36,0.14,-0.157
2020,3,18,33,.,-0.23,0.15,0.61,-0.17,-0.29,0.13,-0.146
2020,3,18,34,.,-0.3,0.01,0.46,-0.43,-0.39,0.17,-0.19
2020,3,18,35,.,-0.15,0.19,-0.07,-0.02,-0.28,0.11,-0.123
2020,3,18,36,.,-0.33,0.1,0.07,-0.44,-0.36,0.16,-0.179
2020,3,18,37,.,-0.22,0.09,0.28,-0.23,-0.25,0.1,-0.112
2020,3,18,38,.,-0.19,0.18,-0.08,-0.07,-0.19,0.1,-0.112
2020,3,18,39,.,-0.29,0.05,0.02,-0.15,-0.28,0.12,-0.134
2020,3,18,40,.,-0.12,0.18,0.48,0.02,-0.25,0.08,-0.0896
2020,3,18,41,.,-0.25,0.08,0.76,-0.24,-0.33,0.11,-0.123
2020,3,18,42,.,-0.33,-0.02,0.31,-0.37,-0.35,0.14,-0.157
2020,3,18,44,.,-0.28,0.03,1.07,-0.41,-0.33,0.14,-0.157
2020,3,18,45,.,-0.19,0.11,0.1,-0.04,-0.21,0.09,-0.101
2020,3,18,46,.,-0.14,0.18,0.22,0,-0.21,0.09,-0.101
2020,3,18,47,.,-0.15,0.14,0.21,-0.13,-0.22,0.09,-0.101
2020,3,18,48,.,-0.16,0.14,0.11,-0.19,-0.29,0.12,-0.134
2020,3,18,49,.,-0.26,0.2,0.14,-0.33,-0.42,0.17,-0.19
2020,3,18,50,.,-0.3,-0.04,0.21,-0.29,-0.31,0.13,-0.146
2020,3,18,51,.,-0.21,0.05,0.26,-0.3,-0.33,0.13,-0.146
2020,3,18,53,.,-0.28,0.05,0.93,-0.36,-0.38,0.14,-0.157
2020,3,18,54,.,-0.18,0.1,0.16,-0.04,-0.21,0.07,-0.0784
2020,3,18,55,.,-0.34,0.03,-0.05,-0.21,-0.28,0.14,-0.157
2020,3,18,56,.,-0.13,0.21,0.16,-0.02,-0.23,0.07,-0.0784
2020,3,19,1,.,-0.2,0.15,0.27,-0.08,-0.25,0.1,-0.101
2020,3,19,2,.,-0.26,0.04,0.15,-0.21,-0.25,0.1,-0.101
2020,3,19,4,.,-0.22,0.07,-0.08,-0.23,-0.33,0.13,-0.131
2020,3,19,5,.,-0.18,0.1,0.17,-0.1,-0.24,0.1,-0.101
2020,3,19,6,.,-0.32,0.03,-0.2,-0.43,-0.4,0.18,-0.181
2020,3,19,8,.,-0.46,-0.12,-0.52,-0.57,-0.47,0.22,-0.221
2020,3,19,9,.,-0.33,0.02,-0.12,-0.4,-0.36,0.17,-0.171
2020,3,19,10,.,-0.26,0,0.13,-0.39,-0.33,0.14,-0.141
2020,3,19,11,110,-0.46,-0.11,-0.18,-0.63,-0.58,0.22,-0.221
2020,3,19,12,.,-0.23,0.06,-0.07,-0.33,-0.29,0.12,-0.121
2020,3,19,13,.,-0.21,0.1,0.27,-0.29,-0.31,0.13,-0.131
2020,3,19,15,.,-0.23,-0.02,-0.31,-0.31,-0.28,0.14,-0.141
2020,3,19,16,.,-0.15,0.13,0.93,-0.09,-0.27,0.1,-0.101
2020,3,19,17,.,-0.34,0.16,-0.31,-0.43,-0.37,0.17,-0.171
2020,3,19,18,.,-0.28,0.15,-0.04,-0.13,-0.27,0.13,-0.131
2020,3,19,19,.,-0.37,0.04,-0.07,-0.15,-0.29,0.15,-0.151
2020,3,19,20,.,-0.23,0.14,0.94,-0.08,-0.3,0.12,-0.121
2020,3,19,21,.,-0.28,0.12,0.02,-0.16,-0.26,0.11,-0.111
2020,3,19,22,.,-0.25,0.15,-0.02,-0.24,-0.26,0.11,-0.111
2020,3,19,23,.,-0.35,0,-0.09,-0.3,-0.31,0.14,-0.141
2020,3,19,24,.,-0.24,0.01,0.42,-0.41,-0.39,0.17,-0.171
2020,3,19,25,.,-0.39,-0.03,-0.36,-0.59,-0.44,0.21,-0.211
2020,3,19,26,.,-0.34,0.09,0.09,-0.3,-0.34,0.15,-0.151
2020,3,19,27,.,-0.41,-0.06,-0.31,-0.45,-0.35,0.18,-0.181
2020,3,19,28,.,-0.13,0.18,0.26,-0.03,-0.22,0.09,-0.0905
2020,3,19,29,.,-0.25,0.13,0.09,-0.19,-0.29,0.13,-0.131
2020,3,19,30,.,-0.29,0.02,0.02,-0.14,-0.28,0.11,-0.111
2020,3,19,31,.,-0.33,0,-0.15,-0.22,-0.28,0.15,-0.151
2020,3,19,32,.,-0.36,-0.02,-0.39,-0.45,-0.43,0.17,-0.171
2020,3,19,33,.,-0.33,0.06,-0.24,-0.3,-0.32,0.17,-0.171
2020,3,19,34,.,-0.35,-0.03,0,-0.5,-0.43,0.21,-0.211
2020,3,19,35,.,-0.24,0.17,-0.02,-0.06,-0.33,0.13,-0.131
2020,3,19,36,.,-0.39,0.02,-0.16,-0.5,-0.4,0.18,-0.181
2020,3,19,37,.,-0.23,0.1,0.42,-0.28,-0.27,0.11,-0.111
2020,3,19,38,.,-0.3,0.11,-0.21,-0.17,-0.24,0.14,-0.141
2020,3,19,39,.,-0.32,0.08,0.14,-0.19,-0.31,0.14,-0.141
2020,3,19,40,.,-0.2,0.1,0.25,-0.06,-0.29,0.11,-0.111
2020,3,19,41,.,-0.28,0.06,0.76,-0.28,-0.35,0.12,-0.121
2020,3,19,42,.,-0.35,-0.01,0,-0.42,-0.37,0.16,-0.161
2020,3,19,44,.,-0.36,-0.01,-0.16,-0.53,-0.36,0.17,-0.171
2020,3,19,45,.,-0.22,0.1,0.32,-0.09,-0.23,0.1,-0.101
2020,3,19,46,.,-0.29,0.04,-0.22,-0.21,-0.25,0.14,-0.141
2020,3,19,47,.,-0.17,0.14,0.38,-0.16,-0.24,0.09,-0.0905
2020,3,19,48,.,-0.22,0.12,0.1,-0.25,-0.32,0.13,-0.131
2020,3,19,49,.,-0.3,0.08,0.08,-0.33,-0.36,0.16,-0.161
2020,3,19,50,.,-0.37,-0.08,0.02,-0.37,-0.33,0.15,-0.151
2020,3,19,51,.,-0.23,0.05,0.62,-0.34,-0.35,0.14,-0.141
2020,3,19,53,.,-0.31,0.03,0.87,-0.41,-0.4,0.15,-0.151
2020,3,19,54,.,-0.22,0.1,0.09,-0.1,-0.23,0.09,-0.0905
2020,3,19,55,.,-0.39,-0.03,-0.16,-0.27,-0.31,0.16,-0.161
2020,3,19,56,.,-0.31,0.04,-0.27,-0.27,-0.29,0.14,-0.141
2020,3,20,1,.,-0.27,0.1,0.07,-0.14,-0.29,0.14,-0.136
2020,3,20,2,.,-0.28,0.03,0.23,-0.24,-0.25,0.12,-0.116
2020,3,20,4,.,-0.28,0.06,-0.06,-0.25,-0.33,0.14,-0.136
2020,3,20,5,.,-0.23,0.12,0.3,-0.13,-0.26,0.11,-0.107
2020,3,20,6,.,-0.4,-0.03,-0.22,-0.46,-0.44,0.21,-0.203
2020,3,20,8,.,-0.42,-0.04,-0.43,-0.48,-0.46,0.21,-0.203
2020,3,20,9,.,-0.32,0.12,0.12,-0.41,-0.37,0.18,-0.174
2020,3,20,10,.,-0.25,0.01,0.75,-0.37,-0.34,0.15,-0.145
2020,3,20,11,110,-0.5,-0.1,-0.16,-0.62,-0.56,0.22,-0.213
2020,3,20,12,.,-0.29,0.06,-0.15,-0.38,-0.31,0.14,-0.136
2020,3,20,13,.,-0.24,0.08,0.46,-0.3,-0.32,0.13,-0.126
2020,3,20,15,.,-0.31,-0.05,-0.29,-0.34,-0.31,0.16,-0.155
2020,3,20,16,.,-0.21,0.12,0.69,-0.16,-0.28,0.1,-0.0968
2020,3,20,17,.,-0.33,0.26,-0.28,-0.41,-0.38,0.17,-0.165
2020,3,20,18,.,-0.3,0.09,0.19,-0.15,-0.3,0.14,-0.136
2020,3,20,19,.,-0.35,0.1,-0.05,-0.16,-0.29,0.13,-0.126
2020,3,20,20,.,-0.24,0.15,0.2,-0.09,-0.27,0.11,-0.107
2020,3,20,21,.,-0.29,0.07,0.51,-0.19,-0.29,0.13,-0.126
2020,3,20,22,.,-0.32,0.08,-0.16,-0.33,-0.29,0.15,-0.145
2020,3,20,23,.,-0.38,-0.04,-0.01,-0.36,-0.34,0.17,-0.165
2020,3,20,24,.,-0.27,0.01,0.54,-0.42,-0.39,0.18,-0.174
2020,3,20,25,.,-0.34,0.11,0.2,-0.56,-0.44,0.2,-0.194
2020,3,20,26,.,-0.41,0.02,-0.02,-0.32,-0.37,0.18,-0.174
2020,3,20,27,.,-0.38,0.04,-0.03,-0.43,-0.36,0.19,-0.184
2020,3,20,28,.,-0.23,0.1,0,-0.12,-0.26,0.12,-0.116
2020,3,20,29,.,-0.24,0.13,0.09,-0.18,-0.22,0.13,-0.126
2020,3,20,30,.,-0.33,0.06,0.2,-0.16,-0.29,0.12,-0.116
2020,3,20,31,.,-0.33,0.04,-0.15,-0.18,-0.29,0.16,-0.155
2020,3,20,32,.,-0.38,-0.03,-0.42,-0.49,-0.45,0.2,-0.194
2020,3,20,33,.,-0.33,0.13,0.11,-0.37,-0.34,0.18,-0.174
2020,3,20,34,.,-0.35,0.04,0.51,-0.49,-0.44,0.21,-0.203
2020,3,20,35,.,-0.28,0.15,-0.02,-0.1,-0.31,0.13,-0.126
2020,3,20,36,.,-0.4,0.08,-0.09,-0.5,-0.43,0.2,-0.194
2020,3,20,37,.,-0.25,0.1,0.63,-0.29,-0.28,0.11,-0.107
2020,3,20,38,.,-0.4,0.1,-0.15,-0.19,-0.25,0.17,-0.165
2020,3,20,39,.,-0.35,0,0.47,-0.19,-0.34,0.16,-0.155
2020,3,20,40,.,-0.26,0.06,-0.11,-0.11,-0.3,0.13,-0.126
2020,3,20,41,.,-0.32,0.04,0.66,-0.31,-0.35,0.13,-0.126
2020,3,20,42,.,-0.39,-0.01,0.15,-0.43,-0.41,0.19,-0.184
2020,3,20,44,.,-0.32,0.1,0.55,-0.47,-0.35,0.18,-0.174
2020,3,20,45,.,-0.25,0.1,0.31,-0.13,-0.26,0.1,-0.0968
2020,3,20,46,.,-0.26,0.08,-0.08,-0.16,-0.23,0.15,-0.145
2020,3,20,47,.,-0.27,0.09,-0.18,-0.22,-0.27,0.13,-0.126
2020,3,20,48,.,-0.3,0.09,-0.33,-0.3,-0.34,0.17,-0.165
2020,3,20,49,.,-0.33,0.1,0.22,-0.35,-0.35,0.16,-0.155
2020,3,20,50,.,-0.41,-0.12,-0.14,-0.48,-0.37,0.18,-0.174
2020,3,20,51,.,-0.26,0.03,0.59,-0.36,-0.36,0.15,-0.145
2020,3,20,53,.,-0.33,0.03,0.86,-0.42,-0.41,0.15,-0.145
2020,3,20,54,.,-0.3,0.01,0.14,-0.19,-0.26,0.12,-0.116
2020,3,20,55,.,-0.4,0.03,-0.06,-0.28,-0.32,0.18,-0.174
2020,3,20,56,.,-0.38,0.07,-0.17,-0.08,-0.29,0.15,-0.145
2020,3,21,1,.,-0.35,0.05,0.1,-0.13,-0.16,0.08,-0.14
2020,3,21,2,.,-0.37,-0.01,0.01,-0.25,-0.2,0.08,-0.14
2020,3,21,4,.,-0.36,-0.01,-0.14,-0.26,-0.22,0.1,-0.175
2020,3,21,5,.,-0.33,0.02,0.23,-0.12,-0.14,0.08,-0.14
2020,3,21,6,.,-0.48,-0.13,-0.22,-0.47,-0.33,0.16,-0.281
2020,3,21,8,.,-0.43,-0.05,-0.26,-0.44,-0.29,0.13,-0.228
2020,3,21,9,.,-0.38,0.01,1,-0.38,-0.26,0.11,-0.193
2020,3,21,10,.,-0.34,-0.07,0.56,-0.38,-0.21,0.11,-0.193
2020,3,21,11,110,-0.6,-0.14,-0.19,-0.59,-0.38,0.13,-0.228
2020,3,21,12,.,-0.39,-0.03,-0.33,-0.42,-0.26,0.11,-0.193
2020,3,21,13,.,-0.31,0.04,0.33,-0.27,-0.18,0.09,-0.158
2020,3,21,15,.,-0.4,-0.14,-0.38,-0.4,-0.27,0.12,-0.21
2020,3,21,16,.,-0.29,0.05,0.76,-0.1,-0.18,0.07,-0.123
2020,3,21,17,.,-0.46,0.03,-0.22,-0.39,-0.25,0.13,-0.228
2020,3,21,18,.,-0.39,0.03,0.1,-0.13,-0.22,0.1,-0.175
2020,3,21,19,.,-0.44,0.06,0.22,-0.14,-0.17,0.1,-0.175
2020,3,21,20,.,-0.38,0.06,0.35,-0.09,-0.15,0.09,-0.158
2020,3,21,21,.,-0.38,0.02,0.17,-0.16,-0.22,0.09,-0.158
2020,3,21,22,.,-0.42,-0.02,-0.38,-0.36,-0.24,0.12,-0.21
2020,3,21,23,.,-0.41,-0.09,0.36,-0.37,-0.24,0.1,-0.175
2020,3,21,24,.,-0.36,-0.04,0.34,-0.38,-0.25,0.12,-0.21
2020,3,21,25,.,-0.42,-0.05,0.71,-0.5,-0.3,0.12,-0.21
2020,3,21,26,.,-0.46,-0.05,0.33,-0.32,-0.26,0.11,-0.193
2020,3,21,27,.,-0.49,-0.09,-0.05,-0.43,-0.25,0.14,-0.245
2020,3,21,28,.,-0.3,0.08,-0.01,-0.15,-0.18,0.09,-0.158
2020,3,21,29,.,-0.37,0.11,0.27,-0.17,-0.17,0.09,-0.158
2020,3,21,30,.,-0.41,0.01,0.34,-0.13,-0.26,0.08,-0.14
2020,3,21,31,.,-0.38,0,0.15,-0.09,-0.14,0.11,-0.193
2020,3,21,32,.,-0.46,-0.13,-0.41,-0.48,-0.46,0.15,-0.263
2020,3,21,33,.,-0.39,-0.02,0.37,-0.31,-0.24,0.11,-0.193
2020,3,21,34,.,-0.42,-0.01,0.51,-0.48,-0.3,0.14,-0.245
2020,3,21,35,.,-0.37,0.03,-0.09,-0.1,-0.23,0.1,-0.175
2020,3,21,36,.,-0.46,0,-0.01,-0.5,-0.3,0.13,-0.228
2020,3,21,37,.,-0.32,0.02,0.45,-0.29,-0.19,0.08,-0.14
2020,3,21,38,.,-0.52,-0.04,-0.15,-0.29,-0.19,0.13,-0.228
2020,3,21,39,.,-0.44,-0.07,0.04,-0.22,-0.25,0.11,-0.193
2020,3,21,40,.,-0.35,0.02,-0.09,-0.09,-0.18,0.09,-0.158
2020,3,21,41,.,-0.4,-0.04,0.81,-0.26,-0.25,0.08,-0.14
2020,3,21,42,.,-0.48,-0.11,0.2,-0.4,-0.31,0.13,-0.228
2020,3,21,44,.,-0.39,0,1.46,-0.43,-0.25,0.11,-0.193
2020,3,21,45,.,-0.32,0.04,0.39,-0.16,-0.17,0.07,-0.123
2020,3,21,46,.,-0.33,0.07,0,-0.19,-0.13,0.1,-0.175
2020,3,21,47,.,-0.33,0.09,0.11,-0.16,-0.16,0.08,-0.14
2020,3,21,48,.,-0.4,-0.03,-0.45,-0.32,-0.22,0.13,-0.228
2020,3,21,49,.,-0.4,-0.01,0.48,-0.28,-0.2,0.1,-0.175
2020,3,21,50,.,-0.46,-0.19,0.09,-0.44,-0.3,0.11,-0.193
2020,3,21,51,.,-0.37,-0.04,0.06,-0.34,-0.23,0.11,-0.193
2020,3,21,53,.,-0.43,-0.09,0.75,-0.37,-0.28,0.1,-0.175
2020,3,21,54,.,-0.35,0.05,0.01,-0.17,-0.22,0.09,-0.158
2020,3,21,55,.,-0.48,-0.04,0.23,-0.28,-0.2,0.12,-0.21
2020,3,21,56,.,-0.39,0.04,0.19,0.09,-0.21,0.09,-0.158
2020,3,22,1,.,-0.4,-0.07,0.02,-0.22,-0.27,0.09,-0.183
2020,3,22,2,.,-0.3,-0.04,0.65,-0.3,-0.21,0.06,-0.122
2020,3,22,4,.,-0.37,-0.1,0,-0.33,-0.28,0.08,-0.163
2020,3,22,5,.,-0.41,-0.11,-0.26,-0.22,-0.26,0.09,-0.183
2020,3,22,6,.,-0.5,-0.22,-0.24,-0.52,-0.36,0.14,-0.285
2020,3,22,8,.,-0.41,-0.1,0.1,-0.47,-0.33,0.1,-0.203
2020,3,22,9,.,-0.43,-0.15,0.27,-0.48,-0.29,0.11,-0.224
2020,3,22,10,.,-0.38,-0.13,-0.05,-0.53,-0.29,0.1,-0.203
2020,3,22,11,110,-0.6,-0.24,-0.25,-0.64,-0.42,0.12,-0.244
2020,3,22,12,.,-0.43,-0.12,-0.33,-0.49,-0.33,0.11,-0.224
2020,3,22,13,.,-0.39,-0.1,-0.18,-0.42,-0.29,0.1,-0.203
2020,3,22,15,.,-0.42,-0.16,-0.43,-0.43,-0.3,0.11,-0.224
2020,3,22,16,.,-0.22,0.01,1.4,-0.11,-0.27,0.05,-0.102
2020,3,22,17,.,-0.63,-0.34,-0.39,-0.54,-0.38,0.14,-0.285
2020,3,22,18,.,-0.46,-0.15,-0.05,-0.26,-0.29,0.09,-0.183
2020,3,22,19,.,-0.46,-0.07,-0.13,-0.24,-0.25,0.09,-0.183
2020,3,22,20,.,-0.35,0,-0.33,-0.17,-0.24,0.09,-0.183
2020,3,22,21,.,-0.4,-0.09,0.17,-0.28,-0.29,0.09,-0.183
2020,3,22,22,.,-0.4,-0.01,-0.2,-0.4,-0.28,0.1,-0.203
2020,3,22,23,.,-0.38,-0.08,0.52,-0.35,-0.24,0.08,-0.163
2020,3,22,24,.,-0.4,-0.15,0.33,-0.45,-0.33,0.11,-0.224
2020,3,22,25,.,-0.46,-0.19,0.22,-0.59,-0.33,0.12,-0.244
2020,3,22,26,.,-0.47,-0.15,0.48,-0.41,-0.31,0.09,-0.183
2020,3,22,27,.,-0.48,-0.19,0.18,-0.5,-0.3,0.11,-0.224
2020,3,22,28,.,-0.36,-0.07,-0.06,-0.21,-0.27,0.09,-0.183
2020,3,22,29,.,-0.4,-0.01,-0.41,-0.3,-0.26,0.09,-0.183
2020,3,22,30,.,-0.39,-0.07,0.38,-0.2,-0.29,0.07,-0.142
2020,3,22,31,.,-0.4,-0.11,-0.04,-0.21,-0.22,0.09,-0.183
2020,3,22,32,.,-0.46,-0.19,-0.24,-0.57,-0.49,0.13,-0.265
2020,3,22,33,.,-0.41,-0.15,0.32,-0.38,-0.28,0.09,-0.183
2020,3,22,34,.,-0.57,-0.31,-0.03,-0.61,-0.38,0.15,-0.305
2020,3,22,35,.,-0.36,-0.03,0.1,-0.16,-0.26,0.08,-0.163
2020,3,22,36,.,-0.54,-0.19,-0.15,-0.59,-0.36,0.13,-0.265
2020,3,22,37,.,-0.39,-0.1,-0.07,-0.42,-0.29,0.09,-0.183
2020,3,22,38,.,-0.49,-0.11,0.25,-0.3,-0.23,0.09,-0.183
2020,3,22,39,.,-0.38,0,0.62,-0.26,-0.28,0.08,-0.163
2020,3,22,40,.,-0.38,-0.08,-0.26,-0.17,-0.26,0.09,-0.183
2020,3,22,41,.,-0.37,-0.09,0.48,-0.31,-0.3,0.08,-0.163
2020,3,22,42,.,-0.47,-0.18,0.38,-0.46,-0.33,0.1,-0.203
2020,3,22,44,.,-0.42,-0.16,0.62,-0.51,-0.28,0.11,-0.224
2020,3,22,45,.,-0.39,-0.09,-0.22,-0.23,-0.28,0.09,-0.183
2020,3,22,46,.,-0.31,0.02,0.35,-0.23,-0.18,0.07,-0.142
2020,3,22,47,.,-0.37,0,0.01,-0.3,-0.28,0.08,-0.163
2020,3,22,48,.,-0.41,-0.1,-0.41,-0.37,-0.29,0.11,-0.224
2020,3,22,49,.,-0.33,-0.03,0.84,-0.31,-0.34,0.07,-0.142
2020,3,22,50,.,-0.47,-0.21,0.18,-0.53,-0.31,0.09,-0.183
2020,3,22,51,.,-0.38,-0.12,0.15,-0.43,-0.31,0.1,-0.203
2020,3,22,53,.,-0.38,-0.14,0.3,-0.44,-0.32,0.09,-0.183
2020,3,22,54,.,-0.4,-0.1,0.33,-0.18,-0.27,0.08,-0.163
2020,3,22,55,.,-0.5,-0.21,0.26,-0.39,-0.27,0.1,-0.203
2020,3,22,56,.,-0.38,-0.07,0.09,-0.11,-0.26,0.08,-0.163
2020,3,23,1,.,-0.33,-0.06,-0.11,-0.22,-0.33,0.14,-0.166
2020,3,23,2,.,-0.36,-0.11,0.23,-0.37,-0.35,0.14,-0.166
2020,3,23,4,.,-0.31,-0.1,-0.03,-0.33,-0.37,0.13,-0.154
2020,3,23,5,.,-0.29,-0.07,0.17,-0.18,-0.32,0.13,-0.154
2020,3,23,6,.,-0.41,-0.18,-0.28,-0.52,-0.49,0.21,-0.249
2020,3,23,8,.,-0.31,-0.04,0.18,-0.47,-0.41,0.16,-0.19
2020,3,23,9,.,-0.47,-0.24,-0.46,-0.53,-0.45,0.21,-0.249
2020,3,23,10,.,-0.31,-0.09,-0.46,-0.5,-0.39,0.17,-0.201
2020,3,23,11,110,-0.59,-0.32,-0.66,-0.72,-0.63,0.27,-0.32
2020,3,23,12,.,-0.37,-0.12,-0.33,-0.46,-0.36,0.15,-0.178
2020,3,23,13,.,-0.35,-0.06,-0.4,-0.43,-0.38,0.16,-0.19
2020,3,23,15,.,-0.38,-0.15,-0.59,-0.44,-0.35,0.16,-0.19
2020,3,23,16,.,-0.24,0.01,0.46,-0.2,-0.3,0.09,-0.107
2020,3,23,17,.,-0.5,-0.21,-0.29,-0.55,-0.5,0.21,-0.249
2020,3,23,18,.,-0.3,0.03,0.06,-0.21,-0.35,0.14,-0.166
2020,3,23,19,.,-0.39,-0.02,0.21,-0.19,-0.32,0.15,-0.178
2020,3,23,20,.,-0.28,0.04,0.3,-0.16,-0.31,0.13,-0.154
2020,3,23,21,.,-0.3,-0.03,0.2,-0.26,-0.34,0.14,-0.166
2020,3,23,22,.,-0.35,-0.05,-0.21,-0.39,-0.34,0.15,-0.178
2020,3,23,23,.,-0.37,-0.09,-0.07,-0.38,-0.36,0.15,-0.178
2020,3,23,24,.,-0.35,-0.15,-0.45,-0.56,-0.46,0.22,-0.261
2020,3,23,25,.,-0.4,-0.12,-0.33,-0.66,-0.5,0.21,-0.249
2020,3,23,26,.,-0.34,0.12,-0.01,-0.4,-0.43,0.17,-0.201
2020,3,23,27,.,-0.39,-0.11,0.35,-0.52,-0.39,0.17,-0.201
2020,3,23,28,.,-0.26,0,0.04,-0.19,-0.29,0.12,-0.142
2020,3,23,29,.,-0.33,0.02,0.02,-0.31,-0.35,0.14,-0.166
2020,3,23,30,.,-0.32,-0.05,0.31,-0.24,-0.31,0.11,-0.13
2020,3,23,31,.,-0.3,-0.04,0.29,-0.17,-0.31,0.13,-0.154
2020,3,23,32,.,-0.41,-0.16,-0.37,-0.54,-0.48,0.18,-0.213
2020,3,23,33,.,-0.38,-0.1,-0.18,-0.38,-0.39,0.17,-0.201
2020,3,23,34,.,-0.56,-0.34,-0.55,-0.67,-0.55,0.26,-0.308
2020,3,23,35,.,-0.26,0.12,0.04,-0.2,-0.36,0.13,-0.154
2020,3,23,36,.,-0.62,-0.37,-0.64,-0.69,-0.57,0.26,-0.308
2020,3,23,37,.,-0.32,-0.05,-0.17,-0.41,-0.33,0.14,-0.166
2020,3,23,38,.,-0.37,-0.06,0.19,-0.24,-0.27,0.13,-0.154
2020,3,23,39,.,-0.33,-0.01,-0.02,-0.26,-0.39,0.16,-0.19
2020,3,23,40,.,-0.28,-0.04,-0.01,-0.17,-0.31,0.13,-0.154
2020,3,23,41,.,-0.38,-0.11,-0.05,-0.4,-0.41,0.15,-0.178
2020,3,23,42,.,-0.5,-0.25,-0.53,-0.58,-0.5,0.21,-0.249
2020,3,23,44,.,-0.42,-0.17,-0.22,-0.59,-0.4,0.18,-0.213
2020,3,23,45,.,-0.34,-0.07,-0.21,-0.25,-0.3,0.13,-0.154
2020,3,23,46,.,-0.23,0.06,0.47,-0.17,-0.23,0.11,-0.13
2020,3,23,47,.,-0.32,-0.02,-0.16,-0.27,-0.34,0.15,-0.178
2020,3,23,48,.,-0.31,-0.04,-0.14,-0.34,-0.36,0.15,-0.178
2020,3,23,49,.,-0.31,-0.02,0.19,-0.37,-0.39,0.15,-0.178
2020,3,23,50,.,-0.44,-0.23,-0.28,-0.46,-0.43,0.17,-0.201
